Price,Status,Area,Rate per sqft,Property Type,Locality,RERA Approval,BHK_Count,Flat Type,Log_Price
18200000.0,Under Construction,1388,13184,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,16.716932206992077
15200000.0,Ready to move,2050,7444,3 BHK Apartment in Bestech Park View Altura,Sector 79,Not approved by RERA,3,Apartment,16.536806051605975
45000000.0,Ready to move,3618,12437,4 BHK Independent Floor,Sushant Lok,Not approved by RERA,4,Plot,17.622173069956816
16200000.000000002,Ready to move,1685,9614,3 BHK Apartment in Assotech Blith,Sector 99,Not approved by RERA,3,Apartment,16.600521861931007
32500000.0,Ready to move,2700,12037,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,Not approved by RERA,3,Floor,17.296750678069195
45000000.0,Under Construction,2250,20000,3 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Approved by RERA,3,Apartment,17.622173069956816
40800000.0,Ready to move,1465,27855,2 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,2,Apartment,17.524192663884193
49200000.0,Ready to move,2240,22000,2 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,2,Apartment,17.71140420178774
2064999.9999999998,Ready to move,459,4500,1 BHK Apartment in Pivotal Riddhi Siddhi,Sector 99,Not approved by RERA,1,Apartment,14.540641268638653
36400000.0,Ready to move,1308,27855,3 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,3,Apartment,17.410079360079497
42100000.0,Ready to move,1512,27855,3 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,3,Apartment,17.555558322405577
35200000.0,Under Construction,1654,21301,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,17.376556668977415
18000000.0,Ready to move,1600,11250,4 BHK Apartment in CBS Exclusive Floors,Sector 63A,Not approved by RERA,4,Apartment,16.705882371415992
2584000.0,Ready to move,646,4000,3 BHK Apartment in Signature Global Orchard Avenue,Sector 93,Not approved by RERA,3,Apartment,14.764849530881458
109900000.0,Under Construction,6353,17299,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment,18.51508142847303
19600000.0,Ready to move,1457,13500,2 BHK Apartment in Eldeco Accolade,Sector 2 Sohna,Not approved by RERA,2,Apartment,16.791040175221152
29000000.0,Ready to move,1380,21014,3 BHK Apartment in DLF Princeton Estate,Sector 53,Not approved by RERA,3,Apartment,17.182806422433504
40199999.99999999,Under Construction,2300,17500,3 BHK Apartment in Puri The Aravallis,Sector 61,Approved by RERA,3,Apartment,17.50937757846487
64300000.0,Under Construction,3577,18000,4 BHK Apartment in DLF Privana,Sector 77,Approved by RERA,4,Apartment,17.979070204759946
505500000.0,Under Construction,2298,220000,4 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,4,Apartment,20.04105859840304
20000000.0,Ready to move,1900,10526,3 BHK Apartment in Experion The Heartsong,Sector 108,Not approved by RERA,3,Apartment,16.811242881518265
10200000.0,Under Construction,1423,7238,3 BHK Apartment in M3M Soulitude,Sector 89,Approved by RERA,3,Apartment,16.13789837629371
22500000.0,Ready to move,1590,14150,3 BHK Apartment in Central Park Aqua Front Towers,Sector 33 Sohna,Not approved by RERA,3,Apartment,16.929025911619092
25500000.0,Ready to move,1263,20200,2 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,2,Apartment,17.05418904934434
25000000.0,Ready to move,1571,15913,2 BHK Apartment in Mangalam M3M Heights M3M Skycity,Sector 65,Not approved by RERA,2,Apartment,17.034386422832473
15200000.0,Under Construction,1689,6900,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Approved by RERA,3,Apartment,16.536806051605975
10000000.0,Ready to move,2450,4081,3 BHK Independent Floor,Palam Vihar Pocket H,Not approved by RERA,3,Plot,16.118095750958314
45500000.0,Under Construction,2077,21932,3 BHK Apartment in M3M Mansion,Sector 113,Approved by RERA,3,Apartment,17.6332229058992
24500000.0,Under Construction,1518,16151,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,17.01418371633128
17800000.0,Ready to move,1141,15671,3 BHK Apartment in Experion The Heartsong,Sector 108,Not approved by RERA,3,Apartment,16.694709071442087
16200000.000000002,Ready to move,2122,7674,3 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Not approved by RERA,3,Apartment,16.600521861931007
19700000.0,Under Construction,2390,8250,4 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,4,Apartment,16.796129244469636
18300000.0,Under Construction,1528,12000,3 BHK Apartment in M3M Antalya Hills ,Sector 79,Approved by RERA,3,Apartment,16.722411672456456
26800000.0,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment,17.103912482794517
18500000.0,Under Construction,1310,14122,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment,16.733281344102608
24900000.000000004,Ready to move,1400,17800,2 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,2,Apartment,17.030378401595577
40000000.0,Ready to move,4500,8888,4 BHK Independent Floor,Sector 57,Not approved by RERA,4,Plot,17.50439003707821
20500000.0,Ready to move,1960,10468,3 BHK Apartment in Mapsko Mount Ville,Sector 79,Not approved by RERA,3,Apartment,16.835935492889124
28000000.0,Ready to move,1390,20200,2 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,2,Apartment,17.147715103853763
39900000.0,Under Construction,3100,12903,4 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,4,Apartment,17.50188690692275
19500000.0,Ready to move,2150,9069,3 BHK Apartment in Bestech Park View Altura,Sector 79,Not approved by RERA,3,Apartment,16.785925074816024
12000000.0,Ready to move,1283,9353,2 BHK Apartment in Experion The Heartsong,Sector 108,Not approved by RERA,2,Apartment,16.300417291085605
38300000.0,Under Construction,3482,11000,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Approved by RERA,3,Apartment,17.460960480260535
25500000.0,Ready to move,2905,8777,4 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,4,Apartment,17.05418904934434
50000000.0,Ready to move,2700,18518,4 BHK Apartment in Investors Guide Floor 2,Sector 26 Gurgaon,Not approved by RERA,4,Apartment,17.72753358339242
28200000.0,Under Construction,2180,12935,4 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Approved by RERA,4,Apartment,17.154832571369333
22000000.0,Under Construction,1000,22000,1 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Approved by RERA,1,Apartment,16.906553056777135
36400000.0,Under Construction,2800,13000,4 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Approved by RERA,4,Apartment,17.410079360079497
47200000.0,Under Construction,2248,21000,4 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,4,Apartment,17.669904471742225
44000000.0,Under Construction,1677,26237,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Approved by RERA,3,Apartment,17.599700214609808
9699000.0,Ready to move,1264,7674,2 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Not approved by RERA,2,Apartment,16.087533448479086
7500000.0,Under Construction,1457,5147,2 BHK Apartment in Eldeco Acclaim,Sector 2 Sohna,Approved by RERA,2,Apartment,15.830413711839864
11000000.0,Under Construction,1213,9100,2 BHK Apartment in M3M Antalya Hills ,Sector 79,Approved by RERA,2,Apartment,16.213405921671733
4800000.0,Ready to move,1200,4000,3 BHK Independent Floor,Sector 5,Not approved by RERA,3,Plot,15.38412668421143
3800000.0,Ready to move,900,4222,2 BHK Independent Floor,Sector 5,Not approved by RERA,2,Plot,15.150511887854474
39500000.0,Under Construction,1976,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.491811255187805
43000000.0,Ready to move,2129,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,17.57671069691365
109900000.0,Under Construction,6353,17299,4 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,4,Apartment,18.51508142847303
57100000.0,Ready to move,3090,18500,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Not approved by RERA,3,Apartment,17.860314692139372
23200000.0,Under Construction,2071,11250,3 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,3,Apartment,16.959662879739987
18400000.0,Under Construction,1508,12202,2 BHK Apartment in Emaar Digi Homes,Sector 62,Approved by RERA,2,Apartment,16.72786127692704
12900000.0,Ready to move,2275,5700,4 BHK Apartment in Paras Dews,Sector 106,Not approved by RERA,4,Apartment,16.372737946851277
39300000.0,Under Construction,2250,17500,3 BHK Apartment in Puri The Aravallis,Sector 61,Approved by RERA,3,Apartment,17.486735102284783
39500000.0,Under Construction,1975,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.491811255187805
51800000.0,Under Construction,2795,18558,3 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,3,Apartment,17.76290072653473
12600000.0,Ready to move,1269,10000,2 BHK Apartment in Eldeco Accolade,Sector 2 Sohna,Not approved by RERA,2,Apartment,16.349207451286784
18500000.0,Ready to move,1550,11935,2 BHK Apartment,Sector 104,Not approved by RERA,2,Plot,16.733281344102608
16800000.0,Ready to move,3008,5600,4 BHK Apartment in Godrej Icon,Sector 88A,Not approved by RERA,4,Apartment,16.636889503897294
23000000.0,Ready to move,1914,12016,3 BHK Apartment in M3M Marina,Sector 68,Not approved by RERA,3,Apartment,16.951004817371683
12000000.0,Under Construction,1335,9044,3 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,3,Apartment,16.300417291085605
26800000.0,Under Construction,2390,11250,4 BHK Apartment in Navraj The Antalya,Sector 37D,Approved by RERA,4,Apartment,17.103912482794517
142200000.0,Ready to move,4615,30816,4 BHK Apartment in Central Park Resorts,Sector 48,Not approved by RERA,4,Apartment,18.772745082365763
4300000.0,Ready to move,500,8600,2 BHK Apartment in ROF Aalayas,Sector 102,Not approved by RERA,2,Apartment,15.274125813221904
28000000.0,Under Construction,1702,16500,4 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,4,Apartment,17.147715103853763
18500000.0,Ready to move,1836,10076,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,Not approved by RERA,3,Floor,16.733281344102608
23500000.0,Ready to move,1889,12440,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment,16.97251102166758
84300000.0,Ready to move,3836,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.24989243483448
94100000.0,Ready to move,4279,22000,4 BHK Apartment in Pioneer Araya,Sector 62,Not approved by RERA,4,Apartment,18.359868615182602
38000000.0,Ready to move,3044,12483,4 BHK Apartment in BPTP Park Prime,Sector 66,Not approved by RERA,4,Apartment,17.453096744006448
34800000.0,Under Construction,1797,19366,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment,17.365127973480334
31000000.0,Ready to move,2407,12879,4 BHK Apartment in Central Park Aqua Front Towers,Sector 33 Sohna,Not approved by RERA,4,Apartment,17.249497794707484
28500000.0,Ready to move,1900,15000,3 BHK Apartment in Emaar Palm Drive,Sector 66,Not approved by RERA,3,Apartment,17.1654146803266
28000000.0,Under Construction,1902,14750,3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,3,Apartment,17.147715103853763
12600000.0,Ready to move,1741,7250,2 BHK Apartment in SS The Leaf,Sector 85,Not approved by RERA,2,Apartment,16.349207451286784
9500000.0,Under Construction,1600,5937,3 BHK Independent Floor in M3M Low Rise Floors Sector 61,Sector 61,Approved by RERA,3,Floor,16.066802461833923
14000000.0,Ready to move,2000,7000,3 BHK Independent Floor,Sector 57,Not approved by RERA,3,Plot,16.454567959008102
42500000.0,Ready to move,3250,13076,4 BHK Independent Floor,Sector 54,Not approved by RERA,4,Plot,17.565014657424058
75200000.0,Under Construction,4054,18558,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,18.13566180221794
34700000.0,Ready to move,1950,17800,3 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,3,Apartment,17.36225027373553
18400000.0,Ready to move,1507,12229,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,16.72786127692704
39300000.0,Under Construction,2250,17500,3 BHK Apartment in Puri The Aravallis,Sector 61,Approved by RERA,3,Apartment,17.486735102284783
25000000.0,Ready to move,2200,11363,3 BHK Independent Floor in Aadhar WW 72 Malibu Town,Sector 47,Not approved by RERA,3,Floor,17.034386422832473
10500000.0,Under Construction,1193,8801,2 BHK Apartment in M3M M3M Antalya Hills,Sector 79,Approved by RERA,2,Apartment,16.166885910365842
192399999.99999997,Under Construction,4503,42735,5 BHK Apartment in Tulip Monsella,Sector 53,Approved by RERA,5,Apartment,19.075087101393386
115000000.0,Ready to move,6200,18564,4 BHK Apartment in Tribeca Trump Towers Delhi NCR,Sector 65,Not approved by RERA,4,Apartment,18.560442695023177
8222000.0,Ready to move,1283,6408,2 BHK Apartment in Experion The Heartsong,Sector 108,Not approved by RERA,2,Apartment,15.922324168064861
29500000.0,Under Construction,2365,12500,3 BHK Apartment in Antriksh India Central Avenue,Sector 33,Approved by RERA,3,Apartment,17.19990085520835
20200000.0,Under Construction,1800,11250,3 BHK Apartment in M3M Heights,Sector 65,Approved by RERA,3,Apartment,16.821193211876384
45500000.0,Under Construction,4140,11000,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,17.6332229058992
36000000.0,Ready to move,2400,15000,3 BHK Apartment in Emaar Emerald Floors Premier,Sector 65,Not approved by RERA,3,Apartment,17.399029524198163
17500000.0,Ready to move,1103,15933,2 BHK Apartment in Smart Smart World Gems,Sector 89,Not approved by RERA,2,Apartment,16.677711496036597
61900000.00000001,Ready to move,2882,21500,3 BHK Apartment in Ireo The Grand Arch,Sector 58,Not approved by RERA,3,Apartment,17.941030753809912
14400000.0,Ready to move,2340,6196,3 BHK Independent Floor,Palam Vihar Block J,Not approved by RERA,3,Plot,16.48273883399067
68500000.0,Ready to move,3117,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.042344317830995
10000000.0,Ready to move,1550,6500,2 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,2,Apartment,16.118095750958314
12500000.0,Ready to move,1410,8865,2 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,2,Apartment,16.341239282272525
64100000.0,Under Construction,3890,16500,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,17.975954937491522
45400000.0,Ready to move,2054,22106,3 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,3,Apartment,17.63102268503801
72000000.0,Ready to move,4000,18000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,18.09217669086922
19800000.0,Ready to move,2423,8171,4 BHK Apartment in DLF New Town Heights 3,Sector 91,Not approved by RERA,4,Apartment,16.801192546169812
20000000.0,Ready to move,1800,11111,3 BHK Independent Floor,Sector 41,Not approved by RERA,3,Plot,16.811242881518265
17000000.0,Ready to move,1550,10967,2 BHK Apartment in Puri Emerald Bay,Sector 104,Not approved by RERA,2,Apartment,16.648723960844016
1970000.0,Under Construction,220,8954,1 RK Studio Apartment in DLF Magnolias,Sector 42,Approved by RERA,1,Apartment,14.493544608328255
37600000.0,Under Construction,2283,16500,5 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,5,Apartment,17.442514634955867
12500000.0,Ready to move,1600,7812,3 BHK Independent Floor in Emaar Emerald Floors Premier,Sector 65,Not approved by RERA,3,Floor,16.341239282272525
8800000.0,Ready to move,1125,7822,2 BHK Independent Floor in Unitech South City II,Sector 49,Not approved by RERA,2,Floor,15.990262393084793
48600000.0,Ready to move,2430,20000,3 BHK Apartment in M3M Latitude,Sector 65,Not approved by RERA,3,Apartment,17.699134109446852
21000000.0,Ready to move,2000,10500,3 BHK Apartment in Ireo The Corridors,Sector 67,Not approved by RERA,3,Apartment,16.860033043306743
20500000.0,Ready to move,2000,10250,3 BHK Apartment in SS The Coralwood,Sector 84,Not approved by RERA,3,Apartment,16.835935492889124
12500000.0,Under Construction,1366,9150,2 BHK Apartment in Godrej Meridien,Sector 106,Approved by RERA,2,Apartment,16.341239282272525
37600000.0,Under Construction,1795,21000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment,17.442514634955867
28300000.0,Ready to move,1998,14184,4 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,4,Apartment,17.158372397949154
20900000.0,Under Construction,1420,14750,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,2,Apartment,16.855259764781927
6000000.0,Under Construction,1170,5128,2 BHK Apartment in Breez Global Homes,Sohnaa,Approved by RERA,2,Apartment,15.607270193858982
37600000.0,Ready to move,1353,27855,3 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,3,Apartment,17.442514634955867
14000000.0,Under Construction,1190,11813,3 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Approved by RERA,3,Apartment,16.454567959008102
29500000.0,Under Construction,2567,11500,3 BHK Apartment in Emaar Digi Homes,Sector 62,Approved by RERA,3,Apartment,17.19990085520835
36600000.0,Under Construction,1806,20266,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment,17.415558825694
14900000.0,Under Construction,1642,9100,3 BHK Apartment in M3M Antalya Hills ,Sector 79,Approved by RERA,3,Apartment,16.51687183802978
10000000.0,Ready to move,1359,7358,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Not approved by RERA,3,Apartment,16.118095750958314
60000000.0,Ready to move,3250,18461,4 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,4,Apartment,17.909855136853043
24800000.0,Under Construction,1165,21314,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment,17.02635425145779
18500000.0,Under Construction,1300,14300,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment,16.733281344102608
121100000.0,Ready to move,3931,30816,4 BHK Apartment in Central Park Resorts,Sector 48,Not approved by RERA,4,Apartment,18.61212721678096
52400000.0,Under Construction,2460,21301,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,17.77441716837524
285400000.0,Ready to move,8521,33501,5 BHK Villa in B kumar and brothers the passion group,Beverly Park,Not approved by RERA,5,Villa,19.469402266510865
21500000.0,Ready to move,1700,12647,3 BHK Apartment in Laburnum Victory Floors By Laburnum Developers,Sector 63,Not approved by RERA,3,Apartment,16.88356353960952
7054000.000000001,Ready to move,1596,4420,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Not approved by RERA,3,Apartment,15.769105531541664
35000000.0,Under Construction,2800,12500,3 BHK Apartment in Ganga Nandaka,Sector 84,Approved by RERA,3,Apartment,17.370858648025116
27700000.0,Ready to move,2579,10774,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment,17.13694300725865
13700000.000000002,Under Construction,1996,5296,3 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Approved by RERA,3,Apartment,16.432906463791053
15000000.0,Under Construction,1262,11886,3 BHK Apartment in Ashiana Anmol Phase III And Plaza Ph II,Sector 33 Sohna,Approved by RERA,3,Apartment,16.52356082573315
9499000.0,Ready to move,1385,6859,2 BHK Apartment in Paras Dews,Sector 106,Not approved by RERA,2,Apartment,16.066697193146553
22900000.0,Under Construction,1605,14300,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment,16.94664751219259
33300000.0,Ready to move,2166,15405,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Not approved by RERA,3,Apartment,17.3210679849807
43500000.0,Ready to move,2950,14745,4 BHK Apartment in Puri Diplomatic Residences,Sector 111,Not approved by RERA,4,Apartment,17.588271519047417
3000000.0,Ready to move,450,6666,1 BHK Apartment in GLS Avenue 51,Sector 92,Not approved by RERA,1,Apartment,14.914123179965662
67600000.0,Under Construction,4100,16500,5 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,5,Apartment,18.029118555806093
33400000.0,Ready to move,1591,21000,2 BHK Apartment in Ireo The Grand Arch,Sector 58,Not approved by RERA,2,Apartment,17.32406648788705
16500000.0,Under Construction,1692,8289,3 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Approved by RERA,3,Apartment,16.61887099947687
2700000.0,Ready to move,279,9677,1 BHK Independent House,Sector 104,Not approved by RERA,1,Plot,14.80876270134486
31200000.0,Under Construction,2400,13000,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Approved by RERA,3,Apartment,17.25592868483099
47500000.0,Ready to move,4500,10555,4 BHK Independent Floor,Sector 56,Not approved by RERA,4,Plot,17.6762402900575
33700000.0,Ready to move,2048,16500,3 BHK Apartment in M3M Merlin,Sector 67,Not approved by RERA,3,Apartment,17.33300842499618
33000000.0,Ready to move,2045,16136,3 BHK Apartment in Ireo Skyon,Sector 60,Not approved by RERA,3,Apartment,17.312018149733785
33000000.0,Ready to move,2250,14666,3 BHK Independent Floor,Sector 25,Not approved by RERA,3,Plot,17.312018149733785
13400000.0,Under Construction,1330,10075,2 BHK Apartment in TATA Housing Development TATA La Vida,Sector 113,Approved by RERA,2,Apartment,16.410765339548004
52900000.0,Ready to move,3574,14829,4 BHK Apartment in Ireo Uptown,Sector 66,Not approved by RERA,4,Apartment,17.783913915732118
20299999.999999996,Ready to move,1889,10775,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment,16.8261314932731
83500000.0,Ready to move,3799,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.24035720179713
25000000.0,Ready to move,2500,10000,4 BHK Independent Floor,Sector 57,Not approved by RERA,4,Plot,17.034386422832473
28000000.0,Ready to move,1935,14500,3 BHK Apartment in Bestech Park View Spa Next,Sector 67,Not approved by RERA,3,Apartment,17.147715103853763
32500000.0,Ready to move,4500,7222,5 BHK Independent Floor in LUXURY floorsss,Sushant Lok Phase - 2,Not approved by RERA,5,Floor,17.296750678069195
41600000.0,Ready to move,2606,16000,3 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,3,Apartment,17.543610749269952
26800000.0,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment,17.103912482794517
23600000.0,Under Construction,1806,13109,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment,16.97675731236872
9298000.0,Under Construction,981,9479,2 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,2,Apartment,16.045309988782673
55199999.99999999,Resale,240,230000,Residential Plot in Reputed Builder Sushant Lok 3,Sector 57,Not approved by RERA,3,Plot,17.826473529363266
9499000.0,Ready to move,1385,6859,2 BHK Apartment in Paras Dews,Sector 106,Not approved by RERA,2,Apartment,16.066697193146553
28000000.0,Ready to move,2631,10642,4 BHK Apartment in Experion The Heartsong,Sector 108,Not approved by RERA,4,Apartment,17.147715103853763
16000000.0,Ready to move,2900,5517,4 BHK Independent Floor in BPTP Astaire Garden Floors,Sector 70A,Not approved by RERA,4,Floor,16.588099342704055
11299999.999999998,Ready to move,1550,7350,2 BHK Apartment in Pareena Coban Residences,Sector 99A,Not approved by RERA,2,Apartment,16.24031337217814
22300000.0,Under Construction,1960,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Approved by RERA,3,Apartment,16.920097281273396
41400000.0,Ready to move,2704,15310,4 BHK Apartment in DLF Park Place,Sector 54,Not approved by RERA,4,Apartment,17.538791462950133
39400000.0,Ready to move,1951,20200,4 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,4,Apartment,17.489276399648872
96900000.0,Under Construction,5223,18558,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,18.38919008718091
13899999.999999998,Under Construction,2408,5784,3 BHK Apartment in Signature Global City 79 B,Sector 79,Approved by RERA,3,Apartment,16.447399470043365
26800000.0,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment,17.103912482794517
7831999.999999999,Under Construction,1224,6399,2 BHK Apartment in M3M Sierra 68,Sector 68,Approved by RERA,2,Apartment,15.873728590873782
42600000.0,Ready to move,2050,20800,3 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,3,Apartment,17.56736483471378
22900000.0,Ready to move,1435,16000,2 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,2,Apartment,16.94664751219259
39500000.0,Under Construction,1975,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.491811255187805
148300000.0,Ready to move,3907,37978,4 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,4,Apartment,18.81474781385125
33000000.0,Under Construction,1650,20000,3 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,3,Apartment,17.312018149733785
57100000.0,Ready to move,3175,18000,4 BHK Apartment in Emaar Palm Drive,Sector 66,Not approved by RERA,4,Apartment,17.860314692139372
75200000.0,Under Construction,4054,18558,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,18.13566180221794
11800000.0,Ready to move,915,12896,2 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Not approved by RERA,2,Apartment,16.283610174181653
27700000.0,Ready to move,2579,10774,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment,17.13694300725865
82100000.00000001,Ready to move,3732,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.223448586602924
36900000.0,Ready to move,1829,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,17.423722136111028
59600000.0,Ready to move,3310,18006,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.9031661488141
13000000.0,Ready to move,1735,7510,3 BHK Apartment in Corona Optus,Sector 37C,Not approved by RERA,3,Apartment,16.380459992348886
39100000.0,Under Construction,2445,16002,3 BHK Apartment in Pyramid Alban,Sector 71,Approved by RERA,3,Apartment,17.48163305053104
74900000.0,Under Construction,3800,19736,4 BHK Apartment in DLF The Arbour,Sector 63,Approved by RERA,4,Apartment,18.131664461838582
4455000.0,Ready to move,918,4852,3 BHK Apartment in GLS Avenue 51,Sector 92,Not approved by RERA,3,Apartment,15.309537843353914
18500000.0,Ready to move,1836,10076,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,Not approved by RERA,3,Floor,16.733281344102608
25000000.0,Ready to move,2441,10241,2 BHK Apartment in Experion Windchants,Sector 112,Not approved by RERA,2,Apartment,17.034386422832473
4500000.0,Ready to move,920,4891,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot,15.319588176962746
72100000.0,Under Construction,3890,18559,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,18.0935646161248
20900000.0,Under Construction,1420,14750,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,2,Apartment,16.855259764781927
18000000.0,Ready to move,1895,9498,3 BHK Apartment in Microtek Greenburg,Sector 86,Not approved by RERA,3,Apartment,16.705882371415992
13100000.0,Ready to move,1310,10000,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Not approved by RERA,2,Apartment,16.388122864507256
67700000.0,Ready to move,2434,27855,4 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,4,Apartment,18.03059675265355
