Price,Status,Area,Rate per sqft,Property Type,Locality,RERA Approval,BHK_Count,Flat Type,Log_Price,predicted_price
20000000.0,Ready to move,1800,11111,3 BHK Independent Floor,Sector 41,Not approved by RERA,3,Plot,16.811242881518265,20000000.000000726
17000000.0,Ready to move,1550,10967,2 BHK Apartment in Puri Emerald Bay,Sector 104,Not approved by RERA,2,Apartment,16.648723960844016,16983616.594016157
1970000.0,Under Construction,220,8954,1 RK Studio Apartment in DLF Magnolias,Sector 42,Approved by RERA,1,Apartment,14.493544608328255,2043343.185414792
37600000.0,Under Construction,2283,16500,5 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,5,Apartment,17.442514634955867,37599999.99999917
12500000.0,Ready to move,1600,7812,3 BHK Independent Floor in Emaar Emerald Floors Premier,Sector 65,Not approved by RERA,3,Floor,16.341239282272525,12417965.5662187
8800000.0,Ready to move,1125,7822,2 BHK Independent Floor in Unitech South City II,Sector 49,Not approved by RERA,2,Floor,15.990262393084793,8940476.44584639
48600000.0,Ready to move,2430,20000,3 BHK Apartment in M3M Latitude,Sector 65,Not approved by RERA,3,Apartment,17.699134109446852,47396794.91919849
21000000.0,Ready to move,2000,10500,3 BHK Apartment in Ireo The Corridors,Sector 67,Not approved by RERA,3,Apartment,16.860033043306743,20939071.823597264
20500000.0,Ready to move,2000,10250,3 BHK Apartment in SS The Coralwood,Sector 84,Not approved by RERA,3,Apartment,16.835935492889124,20492302.470125068
12500000.0,Under Construction,1366,9150,2 BHK Apartment in Godrej Meridien,Sector 106,Approved by RERA,2,Apartment,16.341239282272525,12515862.318696687
37600000.0,Under Construction,1795,21000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment,17.442514634955867,37599999.99999917
28300000.0,Ready to move,1998,14184,4 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,4,Apartment,17.158372397949154,28300996.500536226
20900000.0,Under Construction,1420,14750,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,2,Apartment,16.855259764781927,20899999.99999893
6000000.0,Under Construction,1170,5128,2 BHK Apartment in Breez Global Homes,Sohnaa,Approved by RERA,2,Apartment,15.607270193858982,6480570.154449268
37600000.0,Ready to move,1353,27855,3 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,3,Apartment,17.442514634955867,37552012.027065374
14000000.0,Under Construction,1190,11813,3 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Approved by RERA,3,Apartment,16.454567959008102,14000000.000000555
29500000.0,Under Construction,2567,11500,3 BHK Apartment in Emaar Digi Homes,Sector 62,Approved by RERA,3,Apartment,17.19990085520835,28988822.946059443
36600000.0,Under Construction,1806,20266,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment,17.415558825694,36600000.00000015
14900000.0,Under Construction,1642,9100,3 BHK Apartment in M3M Antalya Hills ,Sector 79,Approved by RERA,3,Apartment,16.51687183802978,14891264.093975827
10000000.0,Ready to move,1359,7358,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Not approved by RERA,3,Apartment,16.118095750958314,10007142.793494755
60000000.0,Ready to move,3250,18461,4 BHK Apartment in Tata Primanti,Sector 72,Not approved by RERA,4,Apartment,17.909855136853043,60157969.8557789
24800000.0,Under Construction,1165,21314,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment,17.02635425145779,24374488.977426104
18500000.0,Under Construction,1300,14300,2 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,2,Apartment,16.733281344102608,18504039.545969717
121100000.0,Ready to move,3931,30816,4 BHK Apartment in Central Park Resorts,Sector 48,Not approved by RERA,4,Apartment,18.61212721678096,121576662.70118564
52400000.0,Under Construction,2460,21301,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,3,Apartment,17.77441716837524,52441875.86635554
285400000.0,Ready to move,8521,33501,5 BHK Villa in B kumar and brothers the passion group,Beverly Park,Not approved by RERA,5,Villa,19.469402266510865,278647828.60784537
21500000.0,Ready to move,1700,12647,3 BHK Apartment in Laburnum Victory Floors By Laburnum Developers,Sector 63,Not approved by RERA,3,Apartment,16.88356353960952,21575077.411284618
7054000.000000001,Ready to move,1596,4420,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Not approved by RERA,3,Apartment,15.769105531541664,6808609.008175566
35000000.0,Under Construction,2800,12500,3 BHK Apartment in Ganga Nandaka,Sector 84,Approved by RERA,3,Apartment,17.370858648025116,34841186.609051876
27700000.0,Ready to move,2579,10774,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment,17.13694300725865,27699949.25779055
13700000.000000002,Under Construction,1996,5296,3 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Approved by RERA,3,Apartment,16.432906463791053,12153556.875422733
15000000.0,Under Construction,1262,11886,3 BHK Apartment in Ashiana Anmol Phase III And Plaza Ph II,Sector 33 Sohna,Approved by RERA,3,Apartment,16.52356082573315,14996454.454499755
9499000.0,Ready to move,1385,6859,2 BHK Apartment in Paras Dews,Sector 106,Not approved by RERA,2,Apartment,16.066697193146553,9738271.941744126
22900000.0,Under Construction,1605,14300,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment,16.94664751219259,22879228.364215467
33300000.0,Ready to move,2166,15405,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Not approved by RERA,3,Apartment,17.3210679849807,33058006.982030924
43500000.0,Ready to move,2950,14745,4 BHK Apartment in Puri Diplomatic Residences,Sector 111,Not approved by RERA,4,Apartment,17.588271519047417,43496473.7498188
3000000.0,Ready to move,450,6666,1 BHK Apartment in GLS Avenue 51,Sector 92,Not approved by RERA,1,Apartment,14.914123179965662,2981630.7519015605
67600000.0,Under Construction,4100,16500,5 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,5,Apartment,18.029118555806093,67600000.00000297
33400000.0,Ready to move,1591,21000,2 BHK Apartment in Ireo The Grand Arch,Sector 58,Not approved by RERA,2,Apartment,17.32406648788705,33400000.00000131
16500000.0,Under Construction,1692,8289,3 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Approved by RERA,3,Apartment,16.61887099947687,14190280.67414428
2700000.0,Ready to move,279,9677,1 BHK Independent House,Sector 104,Not approved by RERA,1,Plot,14.80876270134486,2752072.54674767
31200000.0,Under Construction,2400,13000,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Approved by RERA,3,Apartment,17.25592868483099,31199999.999998294
47500000.0,Ready to move,4500,10555,4 BHK Independent Floor,Sector 56,Not approved by RERA,4,Plot,17.6762402900575,47499499.475583576
33700000.0,Ready to move,2048,16500,3 BHK Apartment in M3M Merlin,Sector 67,Not approved by RERA,3,Apartment,17.33300842499618,33698998.52825815
33000000.0,Ready to move,2045,16136,3 BHK Apartment in Ireo Skyon,Sector 60,Not approved by RERA,3,Apartment,17.312018149733785,32925240.95098287
33000000.0,Ready to move,2250,14666,3 BHK Independent Floor,Sector 25,Not approved by RERA,3,Plot,17.312018149733785,33010916.950856626
13400000.0,Under Construction,1330,10075,2 BHK Apartment in TATA Housing Development TATA La Vida,Sector 113,Approved by RERA,2,Apartment,16.410765339548004,13535977.109299567
52900000.0,Ready to move,3574,14829,4 BHK Apartment in Ireo Uptown,Sector 66,Not approved by RERA,4,Apartment,17.783913915732118,53087453.90851318
20299999.999999996,Ready to move,1889,10775,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment,16.8261314932731,20299999.999998644
83500000.0,Ready to move,3799,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.24035720179713,83535877.00155032
25000000.0,Ready to move,2500,10000,4 BHK Independent Floor,Sector 57,Not approved by RERA,4,Plot,17.034386422832473,24995679.056194138
28000000.0,Ready to move,1935,14500,3 BHK Apartment in Bestech Park View Spa Next,Sector 67,Not approved by RERA,3,Apartment,17.147715103853763,28179334.999979652
32500000.0,Ready to move,4500,7222,5 BHK Independent Floor in LUXURY floorsss,Sushant Lok Phase - 2,Not approved by RERA,5,Floor,17.296750678069195,32828837.639619585
41600000.0,Ready to move,2606,16000,3 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,3,Apartment,17.543610749269952,41740868.78592546
26800000.0,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment,17.103912482794517,26799999.99999922
23600000.0,Under Construction,1806,13109,3 BHK Apartment in Smart Smartworld One DXP,Sector 113,Approved by RERA,3,Apartment,16.97675731236872,23646435.968589164
9298000.0,Under Construction,981,9479,2 BHK Apartment in Signature Global City 93,Sector 93,Approved by RERA,2,Apartment,16.045309988782673,9306615.177930769
55199999.99999999,Resale,240,230000,Residential Plot in Reputed Builder Sushant Lok 3,Sector 57,Not approved by RERA,3,Plot,17.826473529363266,72973173.2979684
9499000.0,Ready to move,1385,6859,2 BHK Apartment in Paras Dews,Sector 106,Not approved by RERA,2,Apartment,16.066697193146553,9738271.941744126
28000000.0,Ready to move,2631,10642,4 BHK Apartment in Experion The Heartsong,Sector 108,Not approved by RERA,4,Apartment,17.147715103853763,28080953.150564924
16000000.0,Ready to move,2900,5517,4 BHK Independent Floor in BPTP Astaire Garden Floors,Sector 70A,Not approved by RERA,4,Floor,16.588099342704055,16060673.853295352
11299999.999999998,Ready to move,1550,7350,2 BHK Apartment in Pareena Coban Residences,Sector 99A,Not approved by RERA,2,Apartment,16.24031337217814,11303894.34320018
22300000.0,Under Construction,1960,11378,3 BHK Apartment in Ashiana Anmol,Sector 33 Sohna,Approved by RERA,3,Apartment,16.920097281273396,22352206.36037667
41400000.0,Ready to move,2704,15310,4 BHK Apartment in DLF Park Place,Sector 54,Not approved by RERA,4,Apartment,17.538791462950133,41676377.90241712
39400000.0,Ready to move,1951,20200,4 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,4,Apartment,17.489276399648872,39400000.00000182
96900000.0,Under Construction,5223,18558,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,18.38919008718091,96899999.99999642
13899999.999999998,Under Construction,2408,5784,3 BHK Apartment in Signature Global City 79 B,Sector 79,Approved by RERA,3,Apartment,16.447399470043365,13900000.000000019
26800000.0,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment,17.103912482794517,26799999.99999922
7831999.999999999,Under Construction,1224,6399,2 BHK Apartment in M3M Sierra 68,Sector 68,Approved by RERA,2,Apartment,15.873728590873782,7831934.94626468
42600000.0,Ready to move,2050,20800,3 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,3,Apartment,17.56736483471378,42599999.99999992
22900000.0,Ready to move,1435,16000,2 BHK Apartment in Ireo Victory Valley,Sector 67,Not approved by RERA,2,Apartment,16.94664751219259,22923708.118975494
39500000.0,Under Construction,1975,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.491811255187805,39499999.9999976
148300000.0,Ready to move,3907,37978,4 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,4,Apartment,18.81474781385125,147703300.62891352
33000000.0,Under Construction,1650,20000,3 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,3,Apartment,17.312018149733785,33000000.000001185
57100000.0,Ready to move,3175,18000,4 BHK Apartment in Emaar Palm Drive,Sector 66,Not approved by RERA,4,Apartment,17.860314692139372,57000762.99176627
75200000.0,Under Construction,4054,18558,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,18.13566180221794,75199999.99999589
11800000.0,Ready to move,915,12896,2 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Not approved by RERA,2,Apartment,16.283610174181653,11749181.030229203
27700000.0,Ready to move,2579,10774,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment,17.13694300725865,27699949.25779055
82100000.00000001,Ready to move,3732,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.223448586602924,82122434.82763751
36900000.0,Ready to move,1829,20200,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,17.423722136111028,36899999.99999862
59600000.0,Ready to move,3310,18006,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.9031661488141,59785689.15946208
13000000.0,Ready to move,1735,7510,3 BHK Apartment in Corona Optus,Sector 37C,Not approved by RERA,3,Apartment,16.380459992348886,13026988.493963368
39100000.0,Under Construction,2445,16002,3 BHK Apartment in Pyramid Alban,Sector 71,Approved by RERA,3,Apartment,17.48163305053104,39099999.99999749
74900000.0,Under Construction,3800,19736,4 BHK Apartment in DLF The Arbour,Sector 63,Approved by RERA,4,Apartment,18.131664461838582,74911394.63503419
4455000.0,Ready to move,918,4852,3 BHK Apartment in GLS Avenue 51,Sector 92,Not approved by RERA,3,Apartment,15.309537843353914,4464048.765961401
18500000.0,Ready to move,1836,10076,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,Not approved by RERA,3,Floor,16.733281344102608,18793929.664829437
25000000.0,Ready to move,2441,10241,2 BHK Apartment in Experion Windchants,Sector 112,Not approved by RERA,2,Apartment,17.034386422832473,24960896.225481473
4500000.0,Ready to move,920,4891,3 BHK Apartment,Sector 3A,Not approved by RERA,3,Plot,15.319588176962746,4500000.000000258
72100000.0,Under Construction,3890,18559,4 BHK Apartment in Whiteland The Aspen,Sector 76,Approved by RERA,4,Apartment,18.0935646161248,72099999.99999453
20900000.0,Under Construction,1420,14750,2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Approved by RERA,2,Apartment,16.855259764781927,20899999.99999893
18000000.0,Ready to move,1895,9498,3 BHK Apartment in Microtek Greenburg,Sector 86,Not approved by RERA,3,Apartment,16.705882371415992,18002466.076595135
13100000.0,Ready to move,1310,10000,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Not approved by RERA,2,Apartment,16.388122864507256,13099919.215069087
67700000.0,Ready to move,2434,27855,4 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,4,Apartment,18.03059675265355,67698403.71820292
18400000.0,Ready to move,1507,12229,3 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,3,Apartment,16.72786127692704,18419663.723475806
56200000.0,Ready to move,5163,10900,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,17.844427332657514,56211916.030102916
9401000.0,Ready to move,699,13450,1 BHK Apartment in M3M Sky Lofts,Sector 71,Not approved by RERA,1,Apartment,16.056326730932344,9346925.282706505
52500000.0,Ready to move,4500,11666,4 BHK Independent Floor in LUXURY floorsss,DLF CITY PHASE I,Not approved by RERA,4,Floor,17.77632374660947,52505821.00113991
25000000.0,Under Construction,2080,12019,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Approved by RERA,3,Apartment,17.034386422832473,25000000.000000942
84500000.0,Ready to move,3844,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.252262104161723,84499999.99999678
34200000.0,Ready to move,3600,9500,3 BHK Apartment in Experion Windchants Villa,Sector 112,Not approved by RERA,3,Apartment,17.3477362312726,34327545.32821591
56500000.0,Ready to move,2720,20801,4 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,4,Apartment,17.849751213815786,56499999.99999568
15900000.0,Under Construction,1372,11600,3 BHK Apartment in Whiteland Blissville,Sector 76,Approved by RERA,3,Apartment,16.58182973008354,15899999.99999878
10500000.0,Under Construction,1424,7400,2 BHK Apartment in M3M Skywalk,Sector 74,Approved by RERA,2,Apartment,16.166885910365842,10520145.61565056
39300000.0,Under Construction,1967,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.486735102284783,39300000.00000115
18300000.0,Ready to move,1359,13466,3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Not approved by RERA,3,Apartment,16.722411672456456,18303884.32973943
20400000.0,Under Construction,1311,15576,3 BHK Apartment in Whiteland Blissville,Sector 76,Approved by RERA,3,Apartment,16.83104550783405,20377903.42256057
11399999.999999998,Under Construction,1884,6051,3 BHK Apartment in Ashiana Anmol Phase II,Sector 33 Sohna,Approved by RERA,3,Apartment,16.249124001084017,11708462.323477538
44000000.0,Under Construction,1993,22077,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.599700214609808,43675538.578214265
104300000.0,Ready to move,4742,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,4,Apartment,18.46278192955873,104289495.49224128
32300000.0,Under Construction,1615,20000,2 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,2,Apartment,17.290577819152638,32244809.01612669
41000000.0,Under Construction,2282,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Approved by RERA,3,Apartment,17.529082649058825,40999999.99999736
57200000.0,Ready to move,2750,20801,4 BHK Apartment in Godrej Meridien,Sector 106,Not approved by RERA,4,Apartment,17.862064473832543,57200000.00000078
263100000.0,Ready to move,5575,47202,4 BHK Apartment in DLF The Aralias,Sector 42,Not approved by RERA,4,Apartment,19.388044749811357,263605027.79552835
12600000.0,Under Construction,1055,12000,2 BHK Apartment in Signature Global City 79 B,Sector 79,Approved by RERA,2,Apartment,16.349207451286784,12600000.000000417
28500000.0,Ready to move,1828,15590,3 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,3,Apartment,17.1654146803266,28456187.352670003
18000000.0,Under Construction,2637,6826,4 BHK Apartment in SS Linden,Sector 84,Approved by RERA,4,Apartment,16.705882371415992,18000000.000000242
9350000.0,Ready to move,1630,5736,3 BHK Apartment in Ramprastha Rise,Sector 37D,Not approved by RERA,3,Apartment,16.050887008216737,9565987.485986589
39100000.0,Under Construction,2445,16002,3 BHK Apartment in Pyramid Alban,Sector 71,Approved by RERA,3,Apartment,17.48163305053104,39099999.99999749
41600000.0,Under Construction,1540,27061,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment,17.543610749269952,41709443.411298
39500000.0,Under Construction,1976,20000,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.491811255187805,39499999.9999976
27500000.0,Under Construction,1250,22000,1 BHK Apartment in Krisumi Waterside Residence,Sector 36A,Approved by RERA,1,Apartment,17.129696599000436,27500000.000000406
69500000.0,Ready to move,6300,11031,5 BHK Apartment in Suncity Township,Sector 54,Not approved by RERA,5,Apartment,18.05683732492351,69497459.95478654
20000000.0,Ready to move,1850,10810,3 BHK Apartment in Bargainer Modern Premium Floor,Sector 52,Not approved by RERA,3,Apartment,16.811242881518265,20008769.791920055
24100000.0,Ready to move,1358,17800,2 BHK Apartment in M3M Heights,Sector 65,Not approved by RERA,2,Apartment,16.997722439954657,24127059.444353018
18000000.0,Under Construction,1359,13274,3 BHK Apartment in MRG Crown,Sector 106,Approved by RERA,3,Apartment,16.705882371415992,18005951.532397956
37600000.0,Ready to move,3452,10900,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,17.442514634955867,37601345.61360247
33600000.0,Under Construction,968,34746,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.330036654695338,33600000.00000194
59800000.00000001,Under Construction,2812,21301,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment,17.906516235643267,59732304.995328315
25000000.0,Ready to move,2700,9259,3 BHK Independent Floor in Bargainer Ultra Premium Floors,Sector 51,Not approved by RERA,3,Floor,17.034386422832473,25000000.000000942
35000000.0,Under Construction,2500,14000,4 BHK Independent Floor in Anant Raj Estate Plots,Sector 63,Approved by RERA,4,Floor,17.370858648025116,35050340.50756113
13000000.0,Ready to move,450,28888,1 BHK Independent House,Palam Vihar,Not approved by RERA,1,Plot,16.380459992348886,16779959.46279895
68400000.0,Under Construction,1731,39514,4 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,4,Apartment,18.04088339721266,68400000.00000377
75000000.0,Under Construction,4800,15625,5 BHK Apartment,Gwal Pahari,Not approved by RERA,5,Plot,18.13299868483392,74964405.13728885
117200000.0,Ready to move,3088,37978,4 BHK Apartment in DLF The Crest,Sector 54,Not approved by RERA,4,Apartment,18.57939244363961,117211990.38604122
14700000.0,Ready to move,2262,6500,3 BHK Apartment in Godrej 101,Sector 79,Not approved by RERA,3,Apartment,16.503358119776173,14660775.454040103
7787000.0,Under Construction,1217,6399,2 BHK Apartment in M3M Sierra 68,Sector 68,Approved by RERA,2,Apartment,15.867966362978276,7787194.839846851
28300000.0,Ready to move,2710,10468,4 BHK Apartment in Mapsko Mount Ville,Sector 79,Not approved by RERA,4,Apartment,17.158372397949154,28207118.291808162
35000000.0,Ready to move,1711,20455,3 BHK Apartment in Sobha City,Sector 108,Not approved by RERA,3,Apartment,17.370858648025116,35000000.000002004
2882000.0,Under Construction,880,3275,3 BHK Apartment in solitaire Affordable 70,Sector 70,Not approved by RERA,3,Apartment,14.873995402522809,2899791.48867161
2137000.0,Ready to move,475,4500,2 BHK Apartment in Pivotal Riddhi Siddhi,Sector 99,Not approved by RERA,2,Apartment,14.574914002246894,2087485.3732765254
17200000.0,Ready to move,2352,7350,4 BHK Apartment in Pareena Coban Residences,Sector 99A,Not approved by RERA,4,Apartment,16.660419999923214,17203910.20857828
20800000.0,Ready to move,1689,12314,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Not approved by RERA,3,Apartment,16.85046359274847,20834909.803218406
21100000.0,Ready to move,1046,20200,2 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,2,Apartment,16.86478364583966,21099999.99999849
75000000.0,Ready to move,2268,33069,5 BHK Villa in Anant Raj Manor Villas,Sector 63,Not approved by RERA,5,Villa,18.13299868483392,89215745.09682514
19900000.0,Under Construction,1503,13274,3 BHK Apartment in MRG Crown,Sector 106,Approved by RERA,3,Apartment,16.806230339945976,19903320.45092355
18200000.0,Under Construction,1518,12046,3 BHK Apartment in M3M M3M Antalya Hills,Sector 79,Approved by RERA,3,Apartment,16.716932206992077,18200000.000001024
4300000.0,Ready to move,1200,3583,2 BHK Independent Floor,Shivaji Nagar,Not approved by RERA,2,Plot,15.274125813221904,3712044.0937561747
34200000.0,Ready to move,3600,9500,3 BHK Apartment in Experion Windchants Villa,Sector 112,Not approved by RERA,3,Apartment,17.3477362312726,34327545.32821591
19200000.0,Under Construction,2161,8900,3 BHK Apartment in M3M Heights,Sector 65,Approved by RERA,3,Apartment,16.770420889081343,18874166.187516358
12100000.0,Under Construction,1205,10041,3 BHK Apartment in Ashiana Amarah,Sector 93,Approved by RERA,3,Apartment,16.308716093211594,12167225.979372086
13600000.000000002,Under Construction,894,15213,2 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,2,Apartment,16.42558042423569,13561871.524629608
83500000.0,Ready to move,3799,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Not approved by RERA,3,Apartment,18.24035720179713,83535877.00155032
38000000.0,Ready to move,2150,17674,3 BHK Independent Floor,Palam Vihar,Not approved by RERA,3,Plot,17.453096744006448,38036377.77713807
44000000.0,Under Construction,4000,11000,4 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Approved by RERA,4,Apartment,17.599700214609808,44054771.44574198
82500000.0,Ready to move,2963,27864,4 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,4,Apartment,18.22830886342612,82506707.86462869
11700000.0,Ready to move,2724,4313,4 BHK Apartment in Anant Raj Maceo,Sector 91,Not approved by RERA,4,Apartment,16.275099485238066,11600244.221197426
52400000.0,Ready to move,2599,20200,4 BHK Apartment in Godrej Air,Sector 85,Not approved by RERA,4,Apartment,17.77441716837524,52400000.00000227
26800000.0,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Approved by RERA,3,Apartment,17.103912482794517,26799999.99999922
75000000.0,Ready to move,5000,15000,5 BHK Villa,Kadarpur,Not approved by RERA,5,Plot,18.13299868483392,75033513.06030568
47100000.0,Ready to move,1692,27871,2 BHK Apartment in Sobha City Vista Residences,Sector 108,Not approved by RERA,2,Apartment,17.667783580218067,47019710.96104875
33000000.0,Under Construction,1650,20000,3 BHK Apartment in M3M Capital,Sector 113,Approved by RERA,3,Apartment,17.312018149733785,33000000.000001185
70000000.0,Ready to move,4518,15493,5 BHK Independent Floor in LUXURY floorsss,DLF City Phase 1,Not approved by RERA,5,Floor,18.064005814299342,69894300.82070135
25500000.0,Ready to move,2300,11087,4 BHK Apartment in 4S 4S Aradhya Homes,Sector 67,Not approved by RERA,4,Apartment,17.05418904934434,25499999.999998122
15300000.0,Ready to move,1811,8448,3 BHK Apartment in BPTP Terra,Sector 37D,Not approved by RERA,3,Apartment,16.54336345172214,15303369.60024787
37300000.0,Under Construction,1868,20000,3 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,3,Apartment,17.434503911423697,37267813.450736575
67500000.0,Under Construction,3000,22500,4 BHK Apartment in M3M Mansion,Sector 113,Approved by RERA,4,Apartment,18.02763817065757,67500000.00000204
34700000.0,Under Construction,1002,34665,3 BHK Apartment in Godrej Aristocrat,Sector 49,Approved by RERA,3,Apartment,17.36225027373553,34700000.00000316
14400000.0,Ready to move,990,14545,3 BHK Apartment in Shree Vardhman Olive,Sector 2 Sohna,Not approved by RERA,3,Apartment,16.48273883399067,14677014.954960302
24500000.0,Ready to move,1986,12356,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Not approved by RERA,3,Apartment,17.01418371633128,24532221.71255652
11800000.0,Ready to move,915,12896,2 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Not approved by RERA,2,Apartment,16.283610174181653,11749181.030229203
31900000.0,Ready to move,3240,9845,4 BHK Independent Floor in LUXURY floorses,DLF Phase 4,Not approved by RERA,4,Floor,17.278116599103036,32291332.9675911
21000000.0,Under Construction,1711,12273,3 BHK Apartment in Sobha City,Sector 108,Approved by RERA,3,Apartment,16.860033043306743,21000000.000000726
17000000.0,Ready to move,1573,10807,3 BHK Apartment in TATA Housing Development TATA La Vida,Sector 113,Not approved by RERA,3,Apartment,16.648723960844016,17016309.062002018
23700000.0,Ready to move,2086,11395,3 BHK Apartment in DLF The Primus,Sector 82A,Not approved by RERA,3,Apartment,16.980985648299452,23826380.34162929
75700000.0,Under Construction,3558,21301,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Approved by RERA,4,Apartment,18.14228873161772,75647561.74059014
36400000.0,Under Construction,2800,13000,4 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Approved by RERA,4,Apartment,17.410079360079497,36400000.000001304
34000000.0,Under Construction,1967,17300,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Approved by RERA,3,Apartment,17.341871111992198,33999999.99999934
22200000.000000004,Under Construction,1347,16500,3 BHK Apartment in Elan The Presidential,Sector 106,Approved by RERA,3,Apartment,16.915602891887552,22199999.9999989
3800000.0,Ready to move,802,4738,2 BHK Apartment in Signature Global Synera,Sector 81,Not approved by RERA,2,Apartment,15.150511887854474,3624289.327084371
3100000.0,Under Construction,850,3647,2 BHK Apartment,Ashok Vihar Phase II,Not approved by RERA,2,Plot,14.946912992035967,2905797.3765362133
30000000.0,Ready to move,2300,13043,4 BHK Independent Floor in Today Developer 6,DLF Phase 2,Not approved by RERA,4,Floor,17.216707972959764,29999499.16899017
52699999.99999999,Under Construction,2510,21000,4 BHK Apartment in M3M M3M Crown,Sector 111,Approved by RERA,4,Apartment,17.780126032486923,52699999.99999906
